Région;Ancienne région;Département;Zone d'emploi;EPCI;Nom commune;Commune;Grand secteur d'activité;Secteur NA17;Secteur NA38;Secteur NA88;APE;Code région;Code ancienne région;Code département;Code zone d'emploi;Code EPCI;Code commune;Code APE;Nombre d'établissements 2006;Effectifs salariés 2006;Nombre d'établissements 2007;Effectifs salariés 2007;Nombre d'établissements 2008;Effectifs salariés 2008;Nombre d'établissements 2009;Effectifs salariés 2009;Nombre d'établissements 2010;Effectifs salariés 2010;Nombre d'établissements 2011;Effectifs salariés 2011;Nombre d'établissements 2012;Effectifs salariés 2012;Nombre d'établissements 2013;Effectifs salariés 2013;Nombre d'établissements 2014;Effectifs salariés 2014;Nombre d'établissements 2015;Effectifs salariés 2015;Nombre d'établissements 2016;Effectifs salariés 2016;Nombre d'établissements 2017;Effectifs salariés 2017;Nombre d'établissements 2018;Effectifs salariés 2018;Nombre d'établissements 2019;Effectifs salariés 2019;Nombre d'établissements 2020;Effectifs salariés 2020;Nombre d'établissements 2021;Effectifs salariés 2021;Nombre d'établissements 2022;Effectifs salariés 2022
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Déville-lès-Rouen;76216 Déville-lès-Rouen;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9602B Soins de beauté;28;23;76;2815;200023414;76216;9602B;1;4;1;6;;;1;1;1;2;2;3;1;1;1;3;1;2;1;1;1;2;1;2;1;2;1;2;1;2;2;4;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Déville-lès-Rouen;76216 Déville-lès-Rouen;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9604Z Entretien corporel;28;23;76;2815;200023414;76216;9604Z;;;1;0;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Déville-lès-Rouen;76216 Déville-lès-Rouen;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9609Z Autres services personnels n.c.a.;28;23;76;2815;200023414;76216;9609Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS1 Industrie;C1 Industries agro-alimentaires;CA Industries agro-alimentaires;10 Industries alimentaires;1071C Boulangerie et boulangerie-pâtisserie;28;23;76;2815;200023414;76222;1071C;3;17;3;20;3;21;3;19;4;21;4;20;4;23;4;22;4;25;4;20;3;17;3;16;3;15;3;15;3;14;3;16;3;14
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS1 Industrie;C1 Industries agro-alimentaires;CA Industries agro-alimentaires;10 Industries alimentaires;1089Z Fabrication d'autres produits alimentaires n.c.a.;28;23;76;2815;200023414;76222;1089Z;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS1 Industrie;C5 autres produits industriels;CC Bois et papier;18 Imprimerie et reproduction d'enregistrements;1812Z Autre imprimerie (labeur);28;23;76;2815;200023414;76222;1812Z;1;20;1;21;1;21;1;17;1;17;1;18;1;18;1;16;1;13;1;11;1;12;1;10;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS1 Industrie;C5 autres produits industriels;"CM Industrie du meuble et diverses ; réparation et installation de machines";33 Réparation et installation de machines et d'équipements;3312Z Réparation de machines et équipements mécaniques;28;23;76;2815;200023414;76222;3312Z;;;;;;;1;1;1;2;1;1;1;1;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS2 Construction;FZ Construction;FZ Construction;41 Construction de bâtiments;4110A Promotion immobilière de logements;28;23;76;2815;200023414;76222;4110A;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;1;1;1;1;1;0
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS2 Construction;FZ Construction;FZ Construction;42 Génie civil;4299Z Construction d'autres ouvrages de génie civil n.c.a.;28;23;76;2815;200023414;76222;4299Z;;;;;;;;;;;;;;;;;;;;;;;1;9;1;9;1;9;1;9;1;8;1;9
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4312A Travaux de terrassement courants et travaux préparatoires;28;23;76;2815;200023414;76222;4312A;2;13;2;9;1;11;1;12;1;9;1;8;1;10;1;9;1;9;1;10;1;9;1;9;1;8;1;8;2;9;1;8;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4322B Travaux d'installation équipements thermiques et climatisation;28;23;76;2815;200023414;76222;4322B;1;1;1;1;1;1;1;2;1;4;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4334Z Travaux de peinture et vitrerie;28;23;76;2815;200023414;76222;4334Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4391B Travaux de couverture par éléments;28;23;76;2815;200023414;76222;4391B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;3;7
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4520A Entretien et réparation de véhicules automobiles légers;28;23;76;2815;200023414;76222;4520A;1;1;2;5;2;10;2;6;2;7;1;5;1;1;1;4;1;4;1;4;1;4;1;4;1;4;1;3;2;7;2;7;2;9
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4619B Autres intermédiaires du commerce en produits divers;28;23;76;2815;200023414;76222;4619B;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;2;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4638B Commerce de gros alimentaire spécialisé divers;28;23;76;2815;200023414;76222;4638B;;;;;;;;;;;;;;;;;;;;;;;1;3;1;3;1;4;1;3;1;4;1;4
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4711C Supérettes;28;23;76;2815;200023414;76222;4711C;1;2;;;1;2;1;2;1;2;1;2;;;1;4;1;2;1;2;1;2;1;0;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4711D Supermarchés;28;23;76;2815;200023414;76222;4711D;1;74;1;77;1;65;1;63;1;59;1;56;;;;;;;;;;;1;65;1;55;1;48;1;58;1;63;1;64
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4721Z Commerce de détail de fruits et légumes en magasin spécialisé;28;23;76;2815;200023414;76222;4721Z;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;1;2;1;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4725Z Commerce de détail de boissons en magasin spécialisé;28;23;76;2815;200023414;76222;4725Z;;;;;;;;;;;;;1;1;1;1;1;1;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4730Z Commerce de détail de carburants en magasin spécialisé;28;23;76;2815;200023414;76222;4730Z;1;2;1;2;1;3;1;2;1;2;1;3;1;3;1;2;1;3;1;3;1;4;1;4;1;4;1;4;1;3;1;3;1;3
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4742Z Comm. détail matériels télécommunication (magasin spécialisé);28;23;76;2815;200023414;76222;4742Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4778C Autres commerces de détail spécialisés divers;28;23;76;2815;200023414;76222;4778C;;;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;0;;;1;1;;;1;1;1;1;;;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;49 Transports terrestres et transport par conduites;4941A Transports routiers de fret interurbains;28;23;76;2815;200023414;76222;4941A;3;4;3;6;3;7;3;6;2;4;1;2;1;4;1;3;1;2;1;2;1;3;1;3;1;3;1;3;1;2;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5610C Restauration de type rapide;28;23;76;2815;200023414;76222;5610C;;;;;;;;;;;;;2;3;1;2;2;6;3;9;3;11;3;10;2;7;2;9;2;9;4;15;3;14
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5629B Autres services de restauration n.c.a.;28;23;76;2815;200023414;76222;5629B;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6810Z Activités des marchands de biens immobiliers;28;23;76;2815;200023414;76222;6810Z;1;2;1;2;1;2;1;1;1;1;1;2;1;3;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6831Z Agences immobilières;28;23;76;2815;200023414;76222;6831Z;2;6;3;9;3;8;3;6;3;8;3;8;2;7;2;4;2;5;2;5;2;5;2;7;2;5;2;6;2;7;2;6;2;5
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;69 Activités juridiques et comptables;6910Z Activités juridiques;28;23;76;2815;200023414;76222;6910Z;3;12;2;10;2;11;2;11;2;12;2;12;1;10;1;11;1;9;1;10;1;11;1;10;1;12;1;13;1;14;1;17;1;18
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MC autres activités scientifiques et techniques;73 Publicité et études de marché;7311Z Activités des agences de publicité;28;23;76;2815;200023414;76222;7311Z;1;1;1;2;1;3;1;4;1;5;1;3;1;3;1;2;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;81 Services relatifs aux bâtiments et aménagement paysager;8121Z Nettoyage courant des bâtiments;28;23;76;2815;200023414;76222;8121Z;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;82 Activités administratives et autres activités de soutien aux entreprises;8230Z Organisation de foires, salons professionnels et congrès;28;23;76;2815;200023414;76222;8230Z;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;1;2;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QA Activités pour la santé humaine;86 Activités pour la santé humaine;8690B Laboratoires d'analyses médicales;28;23;76;2815;200023414;76222;8690B;1;9;1;9;1;7;1;7;1;7;1;9;1;6;1;7;1;7;1;7;1;6;1;9;1;9;1;7;1;7;1;7;1;7
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;87 Hébergement médico-social et social;8710A Hébergement médicalisé pour personnes âgées;28;23;76;2815;200023414;76222;8710A;;;;;;;;;;;;;;;;;1;49;1;54;1;54;1;57;1;54;1;59;1;64;1;63;1;57
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;87 Hébergement médico-social et social;8790A Hébergement social pour enfants en difficultés;28;23;76;2815;200023414;76222;8790A;1;65;1;66;1;64;1;64;1;60;1;62;1;61;1;59;1;67;1;63;1;65;1;78;1;70;1;72;1;73;1;69;1;71
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;88 Action sociale sans hébergement;8810A Aide à domicile;28;23;76;2815;200023414;76222;8810A;;;1;10;1;13;1;30;1;34;1;43;1;57;1;63;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;94 Activités des organisations associatives;9499Z Autres organisations fonctionnant par adhésion volontaire;28;23;76;2815;200023414;76222;9499Z;;;1;1;1;1;1;1;;;;;;;;;;;1;1;1;1;1;2;1;1;1;1;2;1;2;3;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9602A Coiffure;28;23;76;2815;200023414;76222;9602A;3;19;4;20;5;24;6;19;6;19;5;17;5;15;5;15;5;15;5;13;5;12;4;9;4;11;4;11;4;11;3;10;4;12
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Duclair;76222 Duclair;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9602B Soins de beauté;28;23;76;2815;200023414;76222;9602B;2;6;2;5;2;8;2;4;2;4;2;6;2;6;2;6;2;7;2;6;2;6;2;8;2;8;2;8;2;8;2;9;2;7
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Plateau de Caux-Doudeville-Yerville;Ectot-l'Auber;76227 Ectot-l'Auber;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4332A Travaux de menuiserie bois et PVC;28;23;76;2815;200069847;76227;4332A;1;4;1;4;1;4;1;5;1;5;1;6;1;5;1;4;1;4;1;5;1;3;1;5;1;5;1;5;1;5;1;5;2;5
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Plateau de Caux-Doudeville-Yerville;Ectot-l'Auber;76227 Ectot-l'Auber;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4520A Entretien et réparation de véhicules automobiles légers;28;23;76;2815;200069847;76227;4520A;;;;;;;;;;;1;1;1;1;;;1;1;1;1;1;0;1;2;1;1;1;1;;;;;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Plateau de Caux-Doudeville-Yerville;Ectot-l'Auber;76227 Ectot-l'Auber;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;PZ Education;85 Enseignement;8559B Autres enseignements;28;23;76;2815;200069847;76227;8559B;1;6;1;6;1;6;1;6;1;4;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Elbeuf-sur-Andelle;76230 Elbeuf-sur-Andelle;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4391B Travaux de couverture par éléments;28;23;76;2815;200070449;76230;4391B;1;3;1;3;1;2;1;3;1;3;1;3;1;4;1;2;1;3;1;3;1;4;1;1;1;4;1;3;1;4;1;4;1;5
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Elbeuf-sur-Andelle;76230 Elbeuf-sur-Andelle;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;"70 Activités des sièges sociaux ; conseil de gestion";7010Z Activités des sièges sociaux;28;23;76;2815;200070449;76230;7010Z;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;C1 Industries agro-alimentaires;CA Industries agro-alimentaires;10 Industries alimentaires;1071B Cuisson de produits de boulangerie;28;23;76;2815;200023414;76231;1071B;1;5;1;7;1;9;1;8;1;9;1;8;1;9;1;8;1;7;1;6;1;6;1;4;1;4;1;5;1;6;1;6;1;9
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;C1 Industries agro-alimentaires;CA Industries agro-alimentaires;10 Industries alimentaires;1071C Boulangerie et boulangerie-pâtisserie;28;23;76;2815;200023414;76231;1071C;10;32;8;27;9;32;9;33;9;32;9;30;9;31;9;26;7;35;7;30;9;32;9;33;8;31;9;33;9;34;10;37;7;32
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;C1 Industries agro-alimentaires;CA Industries agro-alimentaires;10 Industries alimentaires;1071D Pâtisserie;28;23;76;2815;200023414;76231;1071D;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;C1 Industries agro-alimentaires;CA Industries agro-alimentaires;10 Industries alimentaires;1085Z Fabrication de plats préparés;28;23;76;2815;200023414;76231;1085Z;;;;;1;1;1;1;1;4;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;C5 autres produits industriels;CB Habillement, textile et cuir;14 Industrie de l'habillement;1414Z Fabrication de vêtements de dessous;28;23;76;2815;200023414;76231;1414Z;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;C5 autres produits industriels;CC Bois et papier;"16 Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";1623Z Fabrication de charpentes et d'autres menuiseries;28;23;76;2815;200023414;76231;1623Z;1;12;1;12;1;10;1;12;1;11;1;11;1;10;1;13;1;10;1;10;1;9;1;9;1;10;1;10;1;10;1;10;1;10
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;C5 autres produits industriels;CC Bois et papier;18 Imprimerie et reproduction d'enregistrements;1813Z Activités de pré-presse;28;23;76;2815;200023414;76231;1813Z;1;6;1;6;1;4;1;5;1;6;1;6;1;6;1;7;1;8;1;7;1;6;1;2;1;4;1;5;1;6;1;6;1;7
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;C5 autres produits industriels;CG Industrie des plastiques et autres produits non minéraux;23 Fabrication d'autres produits minéraux non métalliques;2314Z Fabrication de fibres de verre;28;23;76;2815;200023414;76231;2314Z;1;7;1;12;1;19;1;30;1;22;1;20;1;18;1;24;1;28;1;27;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;C3 Equipements électriques, électroniques, informatiques;CK Fabrication de machines et équipements n.c.a.;28 Fabrication de machines et équipements n.c.a.;2829B Fabrication d'autres machines d'usage général;28;23;76;2815;200023414;76231;2829B;1;3;1;2;1;2;1;2;1;4;1;4;1;4;1;3;1;3;1;5;1;4;1;3;1;5;1;4;1;3;1;2;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;C5 autres produits industriels;"CM Industrie du meuble et diverses ; réparation et installation de machines";31 Fabrication de meubles;3102Z Fabrication de meubles de cuisine;28;23;76;2815;200023414;76231;3102Z;1;21;1;28;1;27;1;21;1;21;1;21;1;20;1;12;1;12;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;C5 autres produits industriels;"CM Industrie du meuble et diverses ; réparation et installation de machines";32 autres industries manufacturières;3213Z Fabrication articles bijouterie fantaisie & articles similaires;28;23;76;2815;200023414;76231;3213Z;1;2;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;C5 autres produits industriels;"CM Industrie du meuble et diverses ; réparation et installation de machines";32 autres industries manufacturières;3299Z Autres activités manufacturières n.c.a.;28;23;76;2815;200023414;76231;3299Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;DE Industries extractives, énergie, eau;DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;35 Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;3513Z Distribution d'électricité;28;23;76;2815;200023414;76231;3513Z;1;31;1;29;1;29;1;29;1;33;1;33;1;28;1;27;1;23;1;28;1;25;1;29;1;29;1;28;1;27;1;33;1;34
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS1 Industrie;DE Industries extractives, énergie, eau;EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;"38 Collecte, traitement et élimination des déchets ; récupération";3832Z Récupération de déchets triés;28;23;76;2815;200023414;76231;3832Z;2;8;2;9;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS2 Construction;FZ Construction;FZ Construction;41 Construction de bâtiments;4120A Construction de maisons individuelles;28;23;76;2815;200023414;76231;4120A;5;18;3;13;5;15;6;18;3;10;3;10;2;6;4;13;4;13;3;10;2;4;1;3;1;4;1;5;1;4;1;5;1;5
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS2 Construction;FZ Construction;FZ Construction;41 Construction de bâtiments;4120B Construction d'autres bâtiments;28;23;76;2815;200023414;76231;4120B;1;2;1;3;1;2;1;1;;;;;1;9;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4312A Travaux de terrassement courants et travaux préparatoires;28;23;76;2815;200023414;76231;4312A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4391A Travaux de charpente;28;23;76;2815;200023414;76231;4391A;;;;;;;;;;;;;1;4;1;5;1;6;1;6;1;8;1;9;1;11;1;17;2;10;2;9;2;8
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4520A Entretien et réparation de véhicules automobiles légers;28;23;76;2815;200023414;76231;4520A;7;19;7;24;8;29;8;24;8;35;7;27;8;36;7;28;6;23;7;29;6;26;6;27;6;25;7;30;7;25;6;24;4;18
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4532Z Commerce de détail d'équipements automobiles;28;23;76;2815;200023414;76231;4532Z;2;9;2;10;2;10;2;10;3;12;2;11;2;12;1;9;1;7;1;7;1;7;2;9;2;10;2;10;2;11;2;9;2;10
