Région;Ancienne région;Département;Zone d'emploi;EPCI;Nom commune;Commune;Grand secteur d'activité;Secteur NA17;Secteur NA38;Secteur NA88;APE;Code région;Code ancienne région;Code département;Code zone d'emploi;Code EPCI;Code commune;Code APE;Nombre d'établissements 2006;Effectifs salariés 2006;Nombre d'établissements 2007;Effectifs salariés 2007;Nombre d'établissements 2008;Effectifs salariés 2008;Nombre d'établissements 2009;Effectifs salariés 2009;Nombre d'établissements 2010;Effectifs salariés 2010;Nombre d'établissements 2011;Effectifs salariés 2011;Nombre d'établissements 2012;Effectifs salariés 2012;Nombre d'établissements 2013;Effectifs salariés 2013;Nombre d'établissements 2014;Effectifs salariés 2014;Nombre d'établissements 2015;Effectifs salariés 2015;Nombre d'établissements 2016;Effectifs salariés 2016;Nombre d'établissements 2017;Effectifs salariés 2017;Nombre d'établissements 2018;Effectifs salariés 2018;Nombre d'établissements 2019;Effectifs salariés 2019;Nombre d'établissements 2020;Effectifs salariés 2020;Nombre d'établissements 2021;Effectifs salariés 2021;Nombre d'établissements 2022;Effectifs salariés 2022
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4540Z Commerce et réparation de motocycles;28;23;76;2815;200023414;76231;4540Z;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;1;1;1;1;1;1;1;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4639A Commerce de gros (commerce interentreprises) de produits surgelés;28;23;76;2815;200023414;76231;4639A;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4642Z Commerce de gros d'habillement et de chaussures;28;23;76;2815;200023414;76231;4642Z;1;5;1;5;1;5;1;5;1;5;2;7;1;6;1;6;2;6;1;6;1;6;1;6;1;6;1;6;1;7;1;7;1;6
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4645Z Commerce de gros de parfumerie et de produits de beauté;28;23;76;2815;200023414;76231;4645Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4669B Commerce de gros de fournitures et équipements industriels divers;28;23;76;2815;200023414;76231;4669B;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4673B Commerce de gros d'appareils sanitaires et produits de décoration;28;23;76;2815;200023414;76231;4673B;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4719B Autres commerces de détail en magasin non spécialisé;28;23;76;2815;200023414;76231;4719B;;;;;;;;;;;1;2;;;;;;;;;1;1;;;;;1;3;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4723Z Comm. détail poissons crustacés & mollusques (magasin spécialisé);28;23;76;2815;200023414;76231;4723Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;1;1;;;1;0;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4725Z Commerce de détail de boissons en magasin spécialisé;28;23;76;2815;200023414;76231;4725Z;1;4;1;3;2;7;2;8;2;8;2;7;2;8;2;8;2;13;2;7;3;8;3;10;3;10;4;10;4;12;4;13;4;10
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4726Z Comm. détail de produits à base de tabac en magasin spécialisé;28;23;76;2815;200023414;76231;4726Z;1;1;1;1;;;;;;;;;1;1;1;2;1;3;1;2;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4729Z Autres commerces de détail alimentaires en magasin spécialisé;28;23;76;2815;200023414;76231;4729Z;2;1;2;3;2;3;1;1;2;2;2;8;2;6;2;4;2;5;2;5;2;7;2;8;2;8;2;8;3;7;3;9;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4730Z Commerce de détail de carburants en magasin spécialisé;28;23;76;2815;200023414;76231;4730Z;1;2;1;2;1;2;1;2;1;3;1;5;1;2;1;5;1;5;1;5;1;5;1;5;1;5;1;8;1;7;1;6;1;7
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4751Z Commerce de détail de textiles en magasin spécialisé;28;23;76;2815;200023414;76231;4751Z;1;1;2;5;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4752A Comm. détail de quincaillerie, peintures et verres (mag.< 400 m2);28;23;76;2815;200023414;76231;4752A;2;1;2;2;3;3;3;4;3;5;2;4;1;3;1;2;1;1;1;2;1;1;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4759A Commerce de détail de meubles;28;23;76;2815;200023414;76231;4759A;2;14;1;8;2;14;;;;;1;1;;;1;1;;;1;1;1;1;1;1;1;1;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4759B Commerce de détail d'autres équipements du foyer;28;23;76;2815;200023414;76231;4759B;2;3;3;5;3;5;3;3;2;3;1;1;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4761Z Commerce de détail de livres en magasin spécialisé;28;23;76;2815;200023414;76231;4761Z;1;4;1;4;1;4;1;3;1;3;1;3;1;4;1;4;1;2;1;2;1;2;1;3;1;2;1;2;1;2;1;3;1;4
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4763Z Comm. détail enreg. musicaux & vidéo (magasin spécialisé);28;23;76;2815;200023414;76231;4763Z;1;1;1;1;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4771Z Commerce de détail d'habillement en magasin spécialisé;28;23;76;2815;200023414;76231;4771Z;17;73;20;72;20;72;20;73;20;70;21;70;20;59;19;60;19;56;18;54;17;47;16;47;13;45;13;39;12;32;13;34;13;36
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4772A Commerce de détail de la chaussure;28;23;76;2815;200023414;76231;4772A;4;10;4;9;3;5;3;5;4;7;2;4;2;3;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4775Z Comm. détail de parfumerie & produits de beauté en magasin spéc.;28;23;76;2815;200023414;76231;4775Z;2;10;2;12;2;12;2;11;2;12;2;11;2;13;2;11;2;11;2;12;2;9;2;10;2;9;2;10;2;10;2;10;2;9
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4778C Autres commerces de détail spécialisés divers;28;23;76;2815;200023414;76231;4778C;3;16;3;14;3;11;2;11;1;7;2;8;4;13;4;8;4;10;3;6;3;4;4;6;4;7;4;7;4;7;4;7;5;8
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4782Z Comm. détail textiles habillt & chaussures s/éventaires & marchés;28;23;76;2815;200023414;76231;4782Z;;;;;1;1;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4791A Vente à distance sur catalogue général;28;23;76;2815;200023414;76231;4791A;1;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;4
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4791B Vente à distance sur catalogue spécialisé;28;23;76;2815;200023414;76231;4791B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;3
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;50 Transports par eau;5040Z Transports fluviaux de fret;28;23;76;2815;200023414;76231;5040Z;4;18;4;18;4;13;2;5;2;3;1;6;1;8;1;7;1;9;1;9;1;7;1;10;3;14;4;21;5;26;8;32;11;31
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;53 Activités de poste et de courrier;5310Z Activ. poste dans le cadre d'une obligation de service universel;28;23;76;2815;200023414;76231;5310Z;2;64;2;74;2;75;4;74;4;71;3;69;1;74;1;71;1;68;1;61;1;63;1;63;1;57;1;52;1;48;2;35;2;31
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5610A Restauration traditionnelle;28;23;76;2815;200023414;76231;5610A;24;80;25;88;22;76;20;71;20;77;20;71;20;63;23;67;21;65;21;63;19;62;19;56;18;69;19;57;18;55;19;57;17;65
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5610C Restauration de type rapide;28;23;76;2815;200023414;76231;5610C;12;17;9;15;9;16;10;14;12;20;13;28;10;24;13;32;13;31;10;35;13;39;12;44;13;52;17;62;15;77;16;84;20;91
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5629B Autres services de restauration n.c.a.;28;23;76;2815;200023414;76231;5629B;5;36;4;35;4;30;3;26;3;29;3;31;2;26;2;21;2;22;2;22;2;15;1;19;2;17;2;16;2;13;2;14;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;JZ Information et communication;JA Edition et audiovisuel;58 Édition;5813Z Édition de journaux;28;23;76;2815;200023414;76231;5813Z;1;6;2;8;2;9;2;8;2;6;2;5;1;3;1;4;1;3;1;4;1;3;1;3;1;3;1;3;1;1;1;1;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;JZ Information et communication;JB Télécommunications;61 Télécommunications;6110Z Télécommunications filaires;28;23;76;2815;200023414;76231;6110Z;1;5;1;6;1;4;1;3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;JZ Information et communication;JC Activités informatiques;62 Programmation, conseil et autres activités informatiques;6202A Conseil en systèmes et logiciels informatiques;28;23;76;2815;200023414;76231;6202A;1;5;1;5;1;4;1;4;1;3;1;3;1;3;1;4;1;3;;;;;1;1;;;;;;;;;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;JZ Information et communication;JC Activités informatiques;62 Programmation, conseil et autres activités informatiques;6202B Tierce maintenance de systèmes et d'applications informatiques;28;23;76;2815;200023414;76231;6202B;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;1;2;1;2;1;4;1;3
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;JZ Information et communication;JC Activités informatiques;63 Services d'information;6312Z Portails Internet;28;23;76;2815;200023414;76231;6312Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;64 Activités des services financiers, hors assurance et caisses de retraite;6419Z Autres intermédiations monétaires;28;23;76;2815;200023414;76231;6419Z;8;111;8;92;8;89;8;93;8;89;8;84;8;82;8;80;8;81;8;90;8;92;9;92;9;79;8;78;8;77;8;83;8;88
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;64 Activités des services financiers, hors assurance et caisses de retraite;6420Z Activités des sociétés holding;28;23;76;2815;200023414;76231;6420Z;;;;;;;;;;;;;;;1;1;1;1;;;3;1;3;2;3;3;1;2;1;0;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;64 Activités des services financiers, hors assurance et caisses de retraite;6430Z Fonds de placement et entités financières similaires;28;23;76;2815;200023414;76231;6430Z;;;;;;;;;1;2;1;2;1;2;1;2;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;64 Activités des services financiers, hors assurance et caisses de retraite;6499Z Autres activ. serv. financiers sf assurance & c. de retraite, nca;28;23;76;2815;200023414;76231;6499Z;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;65 Assurance;6512Z Autres assurances;28;23;76;2815;200023414;76231;6512Z;5;17;5;19;5;20;5;20;5;19;5;21;5;22;5;23;5;24;5;23;5;22;5;22;4;20;4;24;4;21;4;21;4;21
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6810Z Activités des marchands de biens immobiliers;28;23;76;2815;200023414;76231;6810Z;;;;;;;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6831Z Agences immobilières;28;23;76;2815;200023414;76231;6831Z;9;40;9;40;8;34;10;26;12;40;13;52;13;41;11;39;9;41;8;42;9;45;10;42;9;39;9;42;10;45;13;51;14;52
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6832A Administration d'immeubles et autres biens immobiliers;28;23;76;2815;200023414;76231;6832A;1;1;;;;;1;1;1;1;1;1;1;1;1;1;1;1;;;1;1;1;4;1;3;1;3;1;3;1;4;1;3
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;69 Activités juridiques et comptables;6920Z Activités comptables;28;23;76;2815;200023414;76231;6920Z;4;63;4;64;4;70;4;70;5;73;5;77;5;87;5;86;6;90;7;101;7;99;7;103;7;112;7;123;8;124;8;136;7;143
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MC autres activités scientifiques et techniques;74 autres activités spécialisées, scientifiques et techniques;7490B Activités spécialisées, scientifiques et techniques diverses;28;23;76;2815;200023414;76231;7490B;;;;;;;1;3;1;6;1;7;1;2;1;3;1;2;1;4;1;1;1;3;1;4;1;4;1;2;2;2;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;77 Activités de location et location-bail;7711A Location de courte durée voitures & véhicules auto. légers;28;23;76;2815;200023414;76231;7711A;1;4;1;4;1;4;1;4;1;3;1;3;1;3;1;3;1;3;1;3;1;3;1;3;1;4;2;6;1;4;1;4;2;5
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;78 Activités liées à l'emploi;7810Z Activités des agences de placement de main-d'oeuvre;28;23;76;2815;200023414;76231;7810Z;;;;;;;;;1;3;1;3;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;78 Activités liées à l'emploi;7830Z Autre mise à disposition de ressources humaines;28;23;76;2815;200023414;76231;7830Z;;;;;;;;;;;1;3;1;1;;;;;;;;;;;;;;;;;;;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;79 Activités des agences de voyage, voyagistes, services de réservation et activités connexes;7911Z Activités des agences de voyage;28;23;76;2815;200023414;76231;7911Z;3;8;3;6;3;7;2;6;3;5;3;5;3;2;4;4;4;3;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;81 Services relatifs aux bâtiments et aménagement paysager;8110Z Activités combinées de soutien lié aux bâtiments;28;23;76;2815;200023414;76231;8110Z;7;7;8;8;8;7;7;6;7;6;8;7;8;8;8;8;6;6;6;6;6;6;6;5;4;3;5;5;5;4;4;4;5;5
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Elbeuf;76231 Elbeuf;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;82 Activités administratives et autres activités de soutien aux entreprises;8220Z Activités de centres d'appels;28;23;76;2815;200023414;76231;8220Z;;;;;;;;;;;;;;;;;1;3;1;2;1;1;1;1;1;1;2;3;2;5;1;2;2;7
